SchoolN,State Name,NCESSCH,School Name,Agency Name
A. MARIO LOIEDERMAN MIDDLE,Maryland,240048001446,A. Mario Loiederman Middle,Montgomery County Public Schools
ABBOTTSTON ELEMENTARY,Maryland,240009000143,Abbottston Elementary,Baltimore City Public Schools
ABERDEEN HIGH,Maryland,240039000679,Aberdeen High,Harford County Public Schools
ABERDEEN MIDDLE,Maryland,240039000678,Aberdeen Middle,Harford County Public Schools
ABINGDON ELEMENTARY,Maryland,240039000162,Abingdon Elementary,Harford County Public Schools
ACADEMY FOR COLLEGE AND CAREER EXPLORATION,Maryland,240009001381,Academy for College and Career Exploration,Baltimore City Public Schools
ACADEMY OF HEALTH SCIENCES AT PGCC,Maryland,240051001704,Academy of Health Sciences at PGCC,Prince George's County Public Schools
ACCIDENT ELEMENTARY,Maryland,240036000662,Accident Elementary,Garrett County Public Schools
ACCOKEEK ACADEMY,Maryland,240051001686,Accokeek Academy,Prince George's County Public Schools
ACHIEVEMENT ACADEMY AT HARBOR CITY HIGH,Maryland,240009000236,Achievement Academy @ Harbor City High,Baltimore City Public Schools
ADELPHI ELEMENTARY,Maryland,240051000965,Adelphi Elementary,Prince George's County Public Schools
AFTERNOON GROUP LEARNING CENTERS,Maryland,240012000910,Afternoon Group Learning Centers,Baltimore County Public Schools
AFYA PUBLIC CHARTER SCHOOL,Maryland,240009001661,Afya Public Charter School,Baltimore City Public Schools
ALBERT EINSTEIN HIGH,Maryland,240048000773,Albert Einstein High,Montgomery County Public Schools
ALEXANDER HAMILTON ELEMENTARY,Maryland,240009000145,Alexander Hamilton Elementary,Baltimore City Public Schools
ALLEGANY HIGH,Maryland,240003000001,Allegany High,Allegany County Public Schools
ALLENWOOD ELEMENTARY,Maryland,240051000966,Allenwood Elementary,Prince George's County Public Schools
ALTERNATIVE PROGRAMS,Maryland,240048001451,Alternative Programs,Montgomery County Public Schools
ANDREW JACKSON ACADEMY,Maryland,240051001683,Andrew Jackson Academy,Prince George's County Public Schools
ANNAPOLIS ELEMENTARY,Maryland,240006000035,Annapolis Elementary,Anne Arundel County Public Schools
ANNAPOLIS HIGH,Maryland,240006000037,Annapolis High,Anne Arundel County Public Schools
ANNAPOLIS MIDDLE,Maryland,240006000036,Annapolis Middle,Anne Arundel County Public Schools
ANNAPOLIS ROAD ACADEMY,Maryland,240051000865,Annapolis Road Academy,Prince George's County Public Schools
ANNE ARUNDEL EVENING HIGH,Maryland,240006000899,Anne Arundel Evening High,Anne Arundel County Public Schools
APPLE GROVE ELEMENTARY,Maryland,240051000969,Apple Grove Elementary,Prince George's County Public Schools
APPLICATIONS AND RESEARCH LABORATORY,Maryland,240042002949,Applications and Research Laboratory,Howard County Public Schools
ARBUTUS ELEMENTARY,Maryland,240012000341,Arbutus Elementary,Baltimore County Public Schools
ARBUTUS MIDDLE,Maryland,240012000342,Arbutus Middle,Baltimore County Public Schools
ARCOLA ELEMENTARY,Maryland,240048001643,Arcola Elementary,Montgomery County Public Schools
ARDMORE ELEMENTARY,Maryland,240051000970,Ardmore Elementary,Prince George's County Public Schools
ARGYLE MIDDLE,Maryland,240048000409,Argyle Middle,Montgomery County Public Schools
ARLINGTON ELEMENTARY,Maryland,240009000146,Arlington Elementary/Middle,Baltimore City Public Schools
ARMISTEAD GARDENS ELEMENTARY/MIDDLE,Maryland,240009000147,Armistead Gardens Elementary/Middle,Baltimore City Public Schools
ARNOLD ELEMENTARY,Maryland,240006000038,Arnold Elementary,Anne Arundel County Public Schools
ARROWHEAD ELEMENTARY,Maryland,240051000971,Arrowhead Elementary,Prince George's County Public Schools
ARTHUR MIDDLETON ELEMENTARY SCHOOL,Maryland,240027000582,Arthur Middleton Elementary School,Charles County Public Schools
ARUNDEL ELEMENTARY,Maryland,240009000148,Arundel Elementary,Baltimore City Public Schools
ARUNDEL HIGH,Maryland,240006000040,Arundel High,Anne Arundel County Public Schools
ARUNDEL MIDDLE,Maryland,240006000039,Arundel Middle,Anne Arundel County Public Schools
ASHBURTON ELEMENTARY,Maryland,240048000776,Ashburton Elementary,Montgomery County Public Schools
ATHOLTON ELEMENTARY,Maryland,240042000718,Atholton Elementary,Howard County Public Schools
ATHOLTON HIGH,Maryland,240042000719,Atholton High,Howard County Public Schools
AUGUSTA FELLS SAVAGE INSTITUTE OF VISUAL ARTS,Maryland,240009001387,Augusta Fells Savage Institute of Visual Arts,Baltimore City Public Schools
AVALON ELEMENTARY,Maryland,240051000972,Avalon Elementary,Prince George's County Public Schools
BADEN ELEMENTARY,Maryland,240051000973,Baden Elementary,Prince George's County Public Schools
BAINBRIDGE ELEMENTARY,Maryland,240024000556,Bainbridge Elementary,Cecil County Public Schools
BAKERFIELD ELEMENTARY,Maryland,240039000680,Bakerfield Elementary,Harford County Public Schools
BALLENGER CREEK ELEMENTARY,Maryland,240033090471,Ballenger Creek Elementary,Frederick County Public Schools
BALLENGER CREEK MIDDLE,Maryland,240033090446,Ballenger Creek Middle,Frederick County Public Schools
BALTIMORE CITY COLLEGE,Maryland,240009000150,Baltimore City College,Baltimore City Public Schools
BALTIMORE COLLEGIATE SCHOOL FOR BOYS,MARYLAND,240009001736,Baltimore Collegiate School for Boys,Baltimore City Public Schools
BALTIMORE COUNTY HOME & HOSPITAL,Maryland,240012001341,Baltimore County Home & Hospital,Baltimore County Public Schools
BALTIMORE DESIGN SCHOOL,Maryland,240009001703,Baltimore Design School,Baltimore City Public Schools
BALTIMORE HIGHLANDS ELEMENTARY,Maryland,240012000344,Baltimore Highlands Elementary,Baltimore County Public Schools
BALTIMORE INTERNATIONAL ACADEMY,Maryland,240009001631,Baltimore International Academy,Baltimore City Public Schools
BALTIMORE LEADERSHIP SCHOOL FOR YOUNG WOMEN,Maryland,240009001682,Baltimore Leadership School for Young Women,Baltimore City Public Schools
BALTIMORE MONTESSORI PUBLIC CHARTER SCHOOL,Maryland,240009001657,Baltimore Montessori Public Charter School,Baltimore City Public Schools
BALTIMORE POLYTECHNIC INSTITUTE,Maryland,240009000151,Baltimore Polytechnic Institute,Baltimore City Public Schools
BALTIMORE SCHOOL FOR THE ARTS,Maryland,240009001391,Baltimore School for the Arts,Baltimore City Public Schools
BANNEKER BLAKE ACADEMY FOR ARTS AND SCIENCES,MARYLAND,240009001733,Banneker Blake Academy for Arts and Sciences,Baltimore City Public Schools
BANNOCKBURN ELEMENTARY,Maryland,240048000779,Bannockburn Elementary,Montgomery County Public Schools
BARACK OBAMA ELEMENTARY,Maryland,240051001697,Barack Obama Elementary,Prince George's County Public Schools
BARBARA INGRAM SCHOOL FOR THE ARTS,Maryland,240066001674,Barbara Ingram School for the Arts,Washingtion County Public Schools
BARCLAY ELEMENTARY/MIDDLE,Maryland,240009000152,Barclay Elementary/Middle,Baltimore City Public Schools
BARD HIGH SCHOOL EARLY COLLEGE,MARYLAND,240009001735,Bard High School Early College,Baltimore City Public Schools
BARNABY MANOR ELEMENTARY,Maryland,240051000974,Barnaby Manor Elementary,Prince George's County Public Schools
BARSTOW ELEMENTARY,Maryland,240015001655,Barstow Elementary,Calvert County Public Schools
BATTLE GROVE ELEMENTARY,Maryland,240012000345,Battle Grove Elementary,Baltimore County Public Schools
BATTLE MONUMENT SCHOOL,Maryland,240012000346,Battle Monument School,Baltimore County Public Schools
BAY VIEW ELEMENTARY,Maryland,240024000557,Bay View Elementary,Cecil County Public Schools
BAY-BROOK ELEMENTARY/MIDDLE,Maryland,240009000154,Bay-Brook Elementary/Middle,Baltimore City Public Schools
BAYARD RUSTIN ELEMENTARY,MARYLAND,240048001747,Bayard Rustin Elementary,Montgomery County Public Schools
BAYSIDE ELEMENTARY SCHOOL,Maryland,240054000202,Bayside Elementary School,Queen Anne's County Public Schools
BCDC EDUCATIONAL CENTER,Maryland,240012001711,BCDC Educational Center,Baltimore County Public Schools
BEACH ELEMENTARY,Maryland,240015000505,Beach Elementary,Calvert County Public Schools
BEACON HEIGHTS ELEMENTARY,Maryland,240051000975,Beacon Heights Elementary,Prince George's County Public Schools
BEALL ELEMENTARY,Maryland,240048000947,Beall Elementary,Montgomery County Public Schools
BEALL ELEMENTARY,Maryland,240003000003,Beall Elementary,Allegany County Public Schools
BEAR CREEK ELEMENTARY,Maryland,240012000347,Bear Creek Elementary,Baltimore County Public Schools
BEAVER RUN SCHOOL,Maryland,240069001298,Beaver Run School,Wicomico County Public Schools
BEDFORD ELEMENTARY,Maryland,240012000348,Bedford Elementary,Baltimore County Public Schools
BEECHFIELD ELEMENTARY/MIDDLE,Maryland,240009000155,Beechfield Elementary/Middle,Baltimore City Public Schools
BEL AIR ELEMENTARY,Maryland,240003000005,Bel Air Elementary,Allegany County Public Schools
BEL AIR ELEMENTARY,Maryland,240039000681,Bel Air Elementary,Harford County Public Schools
BEL AIR HIGH,Maryland,240039000683,Bel Air High,Harford County Public Schools
BEL AIR MIDDLE,Maryland,240039001397,Bel Air Middle,Harford County Public Schools
BEL PRE ELEMENTARY,Maryland,240048000780,Bel Pre Elementary,Montgomery County Public Schools
BELLE GROVE ELEMENTARY,Maryland,240006000043,Belle Grove Elementary,Anne Arundel County Public Schools
BELLOWS SPRING ELEMENTARY,Maryland,240042001551,Bellows Spring Elementary,Howard County Public Schools
BELLS MILL ELEMENTARY,Maryland,240048000781,Bells Mill Elementary,Montgomery County Public Schools
BELMONT ELEMENTARY,Maryland,240048000782,Belmont Elementary,Montgomery County Public Schools
BELMONT ELEMENTARY,Maryland,240009000156,Belmont Elementary,Baltimore City Public Schools
BELTSVILLE ACADEMY,Maryland,240051000978,Beltsville Academy,Prince George's County Public Schools
BELVEDERE ELEMENTARY,Maryland,240006000044,Belvedere Elementary,Anne Arundel County Public Schools
BENFIELD ELEMENTARY,Maryland,240006000045,Benfield Elementary,Anne Arundel County Public Schools
BENJAMIN BANNEKER ELEMENTARY,Maryland,240060001216,Benjamin Banneker Elementary,St. Mary's County Public Schools
BENJAMIN BANNEKER MIDDLE,Maryland,240048000783,Benjamin Banneker Middle,Montgomery County Public Schools
BENJAMIN D. FOULOIS ACADEMY,Maryland,240051001684,Benjamin D. Foulois Academy,Prince George's County Public Schools
BENJAMIN FRANKLIN HIGH SCHOOL AT MASONVILLE COVE,Maryland,240009000157,Benjamin Franklin High School at Masonville Cove,Baltimore City Public Schools
BENJAMIN STODDERT MIDDLE,Maryland,240051001464,Benjamin Stoddert Middle,Prince George's County Public Schools
BENJAMIN STODDERT MIDDLE SCHOOL,Maryland,240027000583,Benjamin Stoddert Middle School,Charles County Public Schools
BENJAMIN TASKER MIDDLE SCHOOL,Maryland,240051000982,Benjamin Tasker Middle School,Prince George's County Public Schools
BENNETT MIDDLE,Maryland,240069001299,Bennett Middle,Wicomico County Public Schools
BERKSHIRE ELEMENTARY,Maryland,240012000349,Berkshire Elementary,Baltimore County Public Schools
BERLIN INTERMEDIATE,Maryland,240072001323,Berlin Intermediate,Worcester County Public Schools
BERRY ELEMENTARY SCHOOL,Maryland,240027000805,Berry Elementary School,Charles County Public Schools
BERWYN HEIGHTS ELEMENTARY,Maryland,240051001272,Berwyn Heights Elementary,Prince George's County Public Schools
BESTER ELEMENTARY,Maryland,240066001253,Bester Elementary,Washingtion County Public Schools
BETHESDA ELEMENTARY,Maryland,240048000785,Bethesda Elementary,Montgomery County Public Schools
BETHESDA-CHEVY CHASE HIGH,Maryland,240048000784,Bethesda-Chevy Chase High,Montgomery County Public Schools
BEVERLY FARMS ELEMENTARY,Maryland,240048000786,Beverly Farms Elementary,Montgomery County Public Schools
BILLIE HOLIDAY ELEMENTARY,Maryland,240009000255,James Mosher Elementary,Baltimore City Public Schools
BLADENSBURG ELEMENTARY,Maryland,240051000985,Bladensburg Elementary,Prince George's County Public Schools
BLADENSBURG HIGH,Maryland,240051000987,Bladensburg High,Prince George's County Public Schools
BLUFORD DREW JEMISON STEM ACADEMY WEST,Maryland,240009001675,Bluford Drew Jemison STEM Academy West,Baltimore City Public Schools
BODKIN ELEMENTARY,Maryland,240006000046,Bodkin Elementary,Anne Arundel County Public Schools
BOHEMIA MANOR HIGH,Maryland,240024000558,Bohemia Manor High,Cecil County Public Schools
BOHEMIA MANOR MIDDLE,Maryland,240024000791,Bohemia Manor Middle,Cecil County Public Schools
BOLLMAN BRIDGE ELEMENTARY,Maryland,240042001507,Bollman Bridge Elementary,Howard County Public Schools
BOND MILL ELEMENTARY,Maryland,240051000988,Bond Mill Elementary,Prince George's County Public Schools
BONNIE BRANCH MIDDLE,Maryland,240042001172,Bonnie Branch Middle,Howard County Public Schools
BOOKER T. WASHINGTON MIDDLE,Maryland,240009000160,Booker T. Washington Middle,Baltimore City Public Schools
BOONSBORO ELEMENTARY,Maryland,240066001254,Boonsboro Elementary,Washingtion County Public Schools
BOONSBORO HIGH,Maryland,240066001256,Boonsboro High,Washingtion County Public Schools
BOONSBORO MIDDLE,Maryland,240066001255,Boonsboro Middle,Washingtion County Public Schools
BOWIE HIGH,Maryland,240051000990,Bowie High,Prince George's County Public Schools
BOYD J. MICHAEL III TECHNICAL HIGH SCHOOL,Maryland,240066000308,Washington County Technical High,Washingtion County Public Schools
BRADBURY HEIGHTS ELEMENTARY,Maryland,240051000991,Bradbury Heights Elementary,Prince George's County Public Schools
BRADDOCK MIDDLE,Maryland,240003000006,Braddock Middle,Allegany County Public Schools
BRADLEY HILLS ELEMENTARY,Maryland,240048000787,Bradley Hills Elementary,Montgomery County Public Schools
BRANDYWINE ELEMENTARY,Maryland,240051000992,Brandywine Elementary,Prince George's County Public Schools
BRIGGS CHANEY MIDDLE,Maryland,240048090450,Briggs Chaney Middle,Montgomery County Public Schools
BROAD FORD ELEMENTARY,Maryland,240036000664,Broad Ford Elementary,Garrett County Public Schools
BROADNECK ELEMENTARY,Maryland,240006000047,Broadneck Elementary,Anne Arundel County Public Schools
BROADNECK HIGH,Maryland,240006001402,Broadneck High,Anne Arundel County Public Schools
BROCK BRIDGE ELEMENTARY,Maryland,240006000048,Brock Bridge Elementary,Anne Arundel County Public Schools
BROOKE GROVE ELEMENTARY,Maryland,240048090451,Brooke Grove Elementary,Montgomery County Public Schools
BROOKHAVEN ELEMENTARY,Maryland,240048000789,Brookhaven Elementary,Montgomery County Public Schools
BROOKLYN PARK ELEMENTARY,Maryland,240006000049,Brooklyn Park Elementary,Anne Arundel County Public Schools
BROOKLYN PARK MIDDLE,Maryland,240006000050,Brooklyn Park Middle,Anne Arundel County Public Schools
BROWN STATION ELEMENTARY,Maryland,240048000792,Brown Station Elementary,Montgomery County Public Schools
BRUNSWICK ELEMENTARY,Maryland,240033000626,Brunswick Elementary,Frederick County Public Schools
BRUNSWICK HIGH,Maryland,240033000627,Brunswick High,Frederick County Public Schools
BRUNSWICK MIDDLE,Maryland,240033001409,Brunswick Middle,Frederick County Public Schools
BRYANT WOODS ELEMENTARY,Maryland,240042000720,Bryant Woods Elementary,Howard County Public Schools
BUCK LODGE MIDDLE,Maryland,240051000993,Buck Lodge Middle,Prince George's County Public Schools
BUCKINGHAM ELEMENTARY,Maryland,240072001325,Buckingham Elementary,Worcester County Public Schools
BURLEIGH MANOR MIDDLE SCHOOL,Maryland,240042000173,Burleigh Manor Middle School,Howard County Public Schools
BURNING TREE ELEMENTARY,Maryland,240048000793,Burning Tree Elementary,Montgomery County Public Schools
BURNT MILLS ELEMENTARY,Maryland,240048090452,Burnt Mills Elementary,Montgomery County Public Schools
BURTONSVILLE ELEMENTARY,Maryland,240048000794,Burtonsville Elementary,Montgomery County Public Schools
BUSHY PARK ELEMENTARY,Maryland,240042000721,Bushy Park Elementary,Howard County Public Schools
BUTTERFLY RIDGE ELEMENTARY,MARYLAND,240033001748,Butterfly Ridge Elementary,Frederick County Public Schools
C. ELIZABETH RIEG REGIONAL CENTER,Maryland,240051001384,C. Elizabeth Rieg Regional Center,Prince George's County Public Schools
C. MILTON WRIGHT HIGH,Maryland,240039001380,C. Milton Wright High,Harford County Public Schools
C. PAUL BARNHART ELEMENTARY SCHOOL,Maryland,240027000380,C. Paul Barnhart Elementary School,Charles County Public Schools
CABIN JOHN MIDDLE,Maryland,240048001526,Cabin John Middle School,Montgomery County Public Schools
CALLAWAY ELEMENTARY,Maryland,240009000163,Callaway Elementary,Baltimore City Public Schools
CALVERT COUNTRY SCHOOL,Maryland,240015000509,Calvert Country School,Calvert County Public Schools
CALVERT COUNTY ALTERNATIVE SCHOOL,Maryland,240015001344,Calvert County Alternative School,Calvert County Public Schools
CALVERT ELEMENTARY,Maryland,240024000559,Calvert Elementary,Cecil County Public Schools
CALVERT ELEMENTARY,Maryland,240015000517,Calvert Elementary,Calvert County Public Schools
CALVERT HIGH,Maryland,240015000508,Calvert High,Calvert County Public Schools
CALVERT MIDDLE,Maryland,240015000507,Calvert Middle,Calvert County Public Schools
CALVERTON ELEMENTARY,Maryland,240051000995,Calverton Elementary,Prince George's County Public Schools
CALVIN M. RODWELL ELEMENTARY/MIDDLE,Maryland,240009001390,Calvin M. Rodwell Elementary/Middle,Baltimore City Public Schools
CAMBRIDGE-SOUTH DORCHESTER HIGH SCHOOL,Maryland,240030000612,Cambridge-South Dorchester High School,Dorchester County Public Schools
CAMPFIELD EARLY CHILDHOOD CENTER,Maryland,240012000012,Campfield Early Childhood Center,Baltimore County Public Schools
CANDLEWOOD ELEMENTARY,Maryland,240048000796,Candlewood Elementary,Montgomery County Public Schools
CANNON ROAD ELEMENTARY,Maryland,240048000797,Cannon Road Elementary,Montgomery County Public Schools
CAPE ST. CLAIRE ELEMENTARY,Maryland,240006000051,Cape St. Claire Elementary,Anne Arundel County Public Schools
CAPITOL HEIGHTS ELEMENTARY,Maryland,240051000997,Capitol Heights Elementary,Prince George's County Public Schools
CAPTAIN JAMES E. DALY ELEMENTARY,Maryland,240048001523,Captain James E. Daly Elementary,Montgomery County Public Schools
CAPTAIN WALTER FRANCIS DUKE ELEMENTARY,MARYLAND,240060001732,Captain Walter Francis Duke Elementary,St. Mary's County Public Schools
CARDEROCK SPRINGS ELEMENTARY,Maryland,240048000798,Carderock Springs Elementary,Montgomery County Public Schools
CAREER AND TECHNOLOGY ACADEMY,Maryland,240015000962,Career and Technology Academy,Calvert County Public Schools
CARL SANDBURG CENTER,Maryland,240048000799,Carl Sandburg Center,Montgomery County Public Schools
CARMODY HILLS ELEMENTARY,Maryland,240051000998,Carmody Hills Elementary,Prince George's County Public Schools
CARNEY ELEMENTARY,Maryland,240012000351,Carney Elementary,Baltimore County Public Schools
CAROLE HIGHLANDS ELEMENTARY,Maryland,240051000999,Carole Highlands Elementary,Prince George's County Public Schools
CAROLINE CAREER & TECHNOLOGY CENTER,Maryland,240018000968,Caroline Career & Technology Center,Caroline County Public Schools
CARRIE WEEDON EARLY EDUCATION CENTER,MARYLAND,240006001746,Carrie Weedon Early Education Center,Anne Arundel County Public Schools
CARROLL COUNTY CAREER & TECHNOLOGY CENTER,Maryland,240021000979,Carroll County Career & Technology Center,Carroll County Public Schools
CARROLL CREEK MONTESSORI PUBLIC CHARTER,Maryland,240033001712,Carroll Creek Montessori Public Charter School,Frederick County Public Schools
CARROLL MANOR ELEMENTARY,Maryland,240012000352,Carroll Manor Elementary,Baltimore County Public Schools
CARROLL MANOR ELEMENTARY,Maryland,240033000628,Carroll Manor Elementary,Frederick County Public Schools
CARROLL SPRINGS SCHOOL,Maryland,240021000527,Carroll Springs School,Carroll County Public Schools
CARROLLTON ELEMENTARY,Maryland,240051001000,Carrollton Elementary,Prince George's County Public Schools
CARROLLTOWNE ELEMENTARY,Maryland,240021000529,Carrolltowne Elementary,Carroll County Public Schools
CARTER G WOODSON ELEMENTARY,Maryland,240057001535,Carter G Woodson Elementary,Somerset County Public Schools
CARVER VOCATIONAL-TECHNICAL HIGH,Maryland,240009000168,Carver Vocational-Technical High,Baltimore City Public Schools
CASCADE ELEMENTARY,Maryland,240066001258,Cascade Elementary,Washingtion County Public Schools
CASH VALLEY ELEMENTARY,Maryland,240003001338,Cash Valley Elementary,Allegany County Public Schools
CASHELL ELEMENTARY,Maryland,240048000800,Cashell Elementary,Montgomery County Public Schools
CATHERINE T. REED ELEMENTARY,Maryland,240051001001,Catherine T. Reed Elementary,Prince George's County Public Schools
CATOCTIN HIGH,Maryland,240033000629,Catoctin High,Frederick County Public Schools
CATONSVILLE CENTER FOR ALTERNATIVE STUDIES,Maryland,240012000436,Catonsville Center for Alternative Studies,Baltimore County Public Schools
CATONSVILLE ELEMENTARY,Maryland,240012000353,Catonsville Elementary,Baltimore County Public Schools
CATONSVILLE HIGH,Maryland,240012000355,Catonsville High,Baltimore County Public Schools
CATONSVILLE MIDDLE,Maryland,240012000354,Catonsville Middle,Baltimore County Public Schools
CECIL COUNTY SCHOOL OF TECHNOLOGY,Maryland,240024000984,Cecil County School of Technology,Cecil County Public Schools
CECIL ELEMENTARY,Maryland,240009000169,Cecil Elementary,Baltimore City Public Schools
CECIL MANOR ELEMENTARY,Maryland,240024000560,Cecil Manor Elementary,Cecil County Public Schools
CECILTON ELEMENTARY,Maryland,240024000562,Cecilton Elementary,Cecil County Public Schools
CEDAR CHAPEL SPECIAL SCHOOL,Maryland,240072001326,Cedar Chapel Special School,Worcester County Public Schools
CEDAR GROVE ELEMENTARY,Maryland,240048000801,Cedar Grove Elementary,Montgomery County Public Schools
CEDAR LANE SPECIAL CENTER,Maryland,240042001415,Cedar Lane Special Center,Howard County Public Schools
CEDARMERE ELEMENTARY,Maryland,240012000356,Cedarmere Elementary,Baltimore County Public Schools
CENTENNIAL HIGH,Maryland,240042000722,Centennial High,Howard County Public Schools
CENTENNIAL LANE ELEMENTARY,Maryland,240042000723,Centennial Lane Elementary,Howard County Public Schools
CENTER FOR CAREER & TECHNICAL EDUCATION,Maryland,240003000030,Center for Career & Technical Education,Allegany County Public Schools
CENTER FOR EDUCATIONAL OPPORTUNITY,Maryland,240039000480,Center for Educational Opportunity,Harford County Public Schools
CENTER OF APPLIED TECHNOLOGY-NORTH,Maryland,240006000905,Center of Applied Technology-North,Anne Arundel County Public Schools
CENTER OF APPLIED TECHNOLOGY-SOUTH,Maryland,240006000906,Center of Applied Technology-South,Anne Arundel County Public Schools
CENTERVILLE ELEMENTARY,Maryland,240033001429,Centerville Elementary,Frederick County Public Schools
CENTRAL ELEMENTARY,Maryland,240006000053,Central Elementary,Anne Arundel County Public Schools
CENTRAL HIGH,Maryland,240051001002,Central High,Prince George's County Public Schools
CENTRAL MIDDLE,Maryland,240006000054,Central Middle,Anne Arundel County Public Schools
CENTRAL SPECIAL SCHOOL,Maryland,240006000056,Central Special School,Anne Arundel County Public Schools
CENTREVILLE ELEMENTARY SCHOOL,Maryland,240054001191,Centreville Elementary School,Queen Anne's County Public Schools
CENTREVILLE MIDDLE SCHOOL,Maryland,240054001190,Centreville Middle School,Queen Anne's County Public Schools
CENTURY HIGH,Maryland,240021001161,Century High,Carroll County Public Schools
CESAR CHAVEZ ELEMENTARY,Maryland,240051001139,Cesar Chavez Elementary,Prince George's County Public Schools
CHADWICK ELEMENTARY,Maryland,240012000357,Chadwick Elementary,Baltimore County Public Schools
CHAPEL DISTRICT ELEMENTARY,Maryland,240063001241,Chapel District Elementary,Talbot County Public Schools
CHAPEL FORGE EARLY CHILDHOOD CENTER,Maryland,240051001003,Chapel Forge Early Childhood Center,Prince George's County Public Schools
CHAPEL HILL ELEMENTARY,Maryland,240012000358,Chapel Hill Elementary,Baltimore County Public Schools
CHARLES CARROLL BARRISTER ELEMENTARY,Maryland,240009000153,Charles Carroll Barrister Elementary,Baltimore City Public Schools
CHARLES CARROLL MIDDLE,Maryland,240051001004,Charles Carroll Middle,Prince George's County Public Schools
CHARLES H. CHIPMAN ELEMENTARY,Maryland,240069001315,Charles H. Chipman Elementary,Wicomico County Public Schools
CHARLES HERBERT FLOWERS HIGH,Maryland,240051002951,Charles Herbert Flowers High,Prince George's County Public Schools
CHARLESMONT ELEMENTARY,Maryland,240012000359,Charlesmont Elementary,Baltimore County Public Schools
CHARLESTOWN ELEMENTARY,Maryland,240024000563,Charlestown Elementary,Cecil County Public Schools
CHASE ELEMENTARY,Maryland,240012000360,Chase Elementary,Baltimore County Public Schools
CHATSWORTH SCHOOL,Maryland,240012000361,Chatsworth School,Baltimore County Public Schools
CHEROKEE LANE ELEMENTARY,Maryland,240051001006,Cherokee Lane Elementary,Prince George's County Public Schools
CHERRY HILL MIDDLE,Maryland,240024000564,Cherry Hill Middle,Cecil County Public Schools
CHESAPEAKE BAY MIDDLE,Maryland,240006000042,Chesapeake Bay Middle,Anne Arundel County Public Schools
CHESAPEAKE CHARTER SCHOOL,Maryland,240060001639,Chesapeake Charter School,St. Mary's County Public Schools
CHESAPEAKE CITY ELEMENTARY,Maryland,240024000565,Chesapeake City Elementary,Cecil County Public Schools
CHESAPEAKE HIGH,Maryland,240006000058,Chesapeake High,Anne Arundel County Public Schools
CHESAPEAKE HIGH,Maryland,240012000362,Chesapeake High,Baltimore County Public Schools
CHESAPEAKE MATH AND IT PUBLIC CHARTER,Maryland,240051001708,Chesapeake Math and IT Public Charter,Prince George's County Public Schools
CHESAPEAKE MATH AND IT SOUTH PUBLIC CHARTER,MARYLAND,240051001726,Chesapeake Math and IT South Public Charter,Prince George's County Public Schools
CHESAPEAKE SCIENCE POINT,Maryland,240006001401,Chesapeake Science Point,Anne Arundel County Public Schools
CHESAPEAKE TERRACE ELEMENTARY,Maryland,240012000363,Chesapeake Terrace Elementary,Baltimore County Public Schools
CHEVY CHASE ELEMENTARY,Maryland,240048000803,Chevy Chase Elementary,Montgomery County Public Schools
CHILLUM ELEMENTARY,Maryland,240051001009,Chillum Elementary,Prince George's County Public Schools
CHOPTANK ELEMENTARY SCHOOL,Maryland,240030000841,Choptank Elementary School,Dorchester County Public Schools
CHOPTICON HIGH,Maryland,240060001218,Chopticon High,St. Mary's County Public Schools
CHURCH CREEK ELEMENTARY,Maryland,240039000468,Church Creek Elementary,Harford County Public Schools
CHURCH HILL ELEMENTARY SCHOOL,Maryland,240054001192,Church Hill Elementary School,Queen Anne's County Public Schools
CHURCH LANE ELEMENTARY,Maryland,240012000364,Church Lane Elementary Technology,Baltimore County Public Schools
CHURCHVILLE ELEMENTARY,Maryland,240039000684,Churchville Elementary,Harford County Public Schools
CITY NEIGHBORS CHARTER SCHOOL,Maryland,240009001478,City Neighbors Charter School,Baltimore City Public Schools
CITY NEIGHBORS HAMILTON,Maryland,240009001680,City Neighbors Hamilton,Baltimore City Public Schools
CITY NEIGHBORS HIGH,Maryland,240009001690,City Neighbors High,Baltimore City Public Schools
CITY SPRINGS ELEMENTARY/MIDDLE,Maryland,240009000175,City Springs Elementary/Middle,Baltimore City Public Schools
CLAREMONT SCHOOL,Maryland,240009000176,Claremont School,Baltimore City Public Schools
CLARKSBURG ELEMENTARY,Maryland,240048000804,Clarksburg Elementary,Montgomery County Public Schools
CLARKSBURG HIGH,Maryland,240048001541,Clarksburg High,Montgomery County Public Schools
CLARKSVILLE ELEMENTARY,Maryland,240042000724,Clarksville Elementary,Howard County Public Schools
CLARKSVILLE MIDDLE,Maryland,240042000725,Clarksville Middle,Howard County Public Schools
CLEAR SPRING ELEMENTARY,Maryland,240066001259,Clear Spring Elementary,Washingtion County Public Schools
CLEAR SPRING HIGH,Maryland,240066001260,Clear Spring High,Washingtion County Public Schools
CLEAR SPRING MIDDLE,Maryland,240066001261,Clear Spring Middle,Washingtion County Public Schools
CLEARSPRING ELEMENTARY,Maryland,240048001514,Clearspring Elementary,Montgomery County Public Schools
CLEMENS CROSSING ELEMENTARY,Maryland,240042001382,Clemens Crossing Elementary,Howard County Public Schools
CLINTON GROVE ELEMENTARY,Maryland,240051001010,Clinton Grove Elementary,Prince George's County Public Schools
CLOPPER MILL ELEMENTARY,Maryland,240048001494,Clopper Mill Elementary,Montgomery County Public Schools
